employee_id,timestamp,total_session_time,active_time,idle_time,active_percentage,devices_used,application_switches,task_completion_rate,ideal_time_category
EMP001,2024-11-19 16:34:07.099911,289,247,42,85.46712802768167,Laptop,11,0.8891780644393323,Core Working Hours
EMP020,2024-11-13 17:16:07.099911,217,134,83,61.75115207373272,Desktop,4,0.9654405567875493,Flexible Working Hours
EMP003,2024-11-14 07:04:07.099911,299,247,52,82.6086956521739,Mobile,16,0.8838624316767256,Flexible Working Hours
EMP006,2024-11-11 16:28:07.099911,300,247,53,82.33333333333334,"Laptop, Mobile",12,0.8203767742963204,Core Working Hours
EMP020,2024-11-27 22:45:07.099911,91,64,27,70.32967032967034,Mobile,15,0.7665831974224212,Non-Working Hours
EMP006,2024-11-23 19:49:07.099911,182,176,6,96.7032967032967,"Mobile, Tablet",8,0.8059831284356951,Flexible Working Hours
EMP012,2024-11-24 20:37:07.099911,77,47,30,61.03896103896104,Mobile,17,0.7776462076151269,Non-Working Hours
EMP009,2024-11-16 07:11:07.099911,145,110,35,75.86206896551724,Laptop,17,0.955252518544314,Flexible Working Hours
EMP010,2024-11-18 16:32:07.099911,105,84,21,80.0,Laptop,14,0.7029076454372059,Core Working Hours
EMP011,2024-10-31 21:43:07.099911,187,164,23,87.70053475935828,Mobile,10,0.6923168482979773,Non-Working Hours
EMP016,2024-11-25 13:02:07.099911,142,99,43,69.71830985915493,"Desktop, Tablet",2,0.6221121706160391,Core Working Hours
EMP003,2024-11-22 22:56:07.099911,281,234,47,83.27402135231317,Mobile,15,0.7169489161058569,Non-Working Hours
EMP016,2024-11-11 22:10:07.099911,349,242,107,69.34097421203438,"Laptop, Mobile",2,0.7104985298942187,Non-Working Hours
EMP019,2024-11-24 06:44:07.099911,247,199,48,80.5668016194332,"Tablet, Mobile",6,0.9569810238229316,Flexible Working Hours
EMP009,2024-11-29 01:41:07.099911,405,376,29,92.8395061728395,Laptop,8,0.5383344419814811,Non-Working Hours
EMP001,2024-11-07 15:59:07.099911,169,124,45,73.37278106508876,Laptop,1,0.5834330082468442,Core Working Hours
EMP001,2024-11-27 09:31:07.099911,479,367,112,76.61795407098121,Mobile,10,0.5344790667681716,Core Working Hours
EMP001,2024-11-07 06:05:07.099911,366,243,123,66.39344262295081,Laptop,10,0.7519001677599904,Flexible Working Hours
EMP012,2024-11-18 23:47:07.099911,183,110,73,60.10928961748634,Mobile,8,0.576947593693407,Non-Working Hours
EMP007,2024-11-14 09:06:07.099911,462,353,109,76.40692640692642,Desktop,8,0.5815343822686158,Core Working Hours
EMP006,2024-11-04 16:59:07.099911,114,73,41,64.03508771929825,Desktop,14,0.991675729980582,Core Working Hours
EMP009,2024-11-20 04:19:07.099911,441,304,137,68.93424036281179,Mobile,3,0.8098717273516465,Non-Working Hours
EMP007,2024-11-11 00:49:07.099911,51,47,4,92.15686274509804,Mobile,16,0.5009816819779696,Non-Working Hours
EMP014,2024-11-18 19:36:07.099911,141,111,30,78.72340425531915,Laptop,8,0.8969383796661421,Flexible Working Hours
EMP005,2024-11-14 03:26:07.099911,478,425,53,88.91213389121339,Laptop,12,0.8305495843695926,Non-Working Hours
EMP001,2024-11-10 21:58:07.099911,101,97,4,96.03960396039604,Desktop,6,0.9238062702313844,Non-Working Hours
EMP018,2024-11-06 11:22:07.099911,471,313,158,66.45435244161358,Tablet,12,0.8817867020645445,Core Working Hours
EMP008,2024-11-26 09:38:07.099911,260,259,1,99.6153846153846,Laptop,14,0.5194765692240748,Core Working Hours
EMP012,2024-11-10 01:46:07.099911,141,105,36,74.46808510638297,"Tablet, Mobile",19,0.8174216687365834,Non-Working Hours
EMP016,2024-11-25 19:45:07.099911,436,281,155,64.44954128440367,Tablet,13,0.7587026982153466,Flexible Working Hours
EMP018,2024-11-21 10:49:07.099911,207,194,13,93.71980676328504,"Mobile, Tablet",4,0.886683314087412,Core Working Hours
EMP019,2024-11-06 18:13:07.099911,397,377,20,94.96221662468514,Laptop,10,0.6368878739734957,Flexible Working Hours
EMP011,2024-11-15 10:39:07.099911,468,352,116,75.21367521367522,Desktop,4,0.5848864891438916,Core Working Hours
EMP020,2024-11-17 12:40:07.099911,287,241,46,83.97212543554006,"Mobile, Tablet",10,0.963755088608122,Non-Working Hours
EMP011,2024-11-16 01:38:07.099911,376,240,136,63.82978723404256,Mobile,6,0.7445960285755219,Non-Working Hours
EMP001,2024-11-15 12:54:07.099911,157,152,5,96.81528662420382,Laptop,11,0.655228027631972,Non-Working Hours
EMP011,2024-11-19 09:00:07.099911,326,218,108,66.87116564417178,Desktop,14,0.8296554772943435,Core Working Hours
EMP013,2024-11-10 08:50:07.099911,239,200,39,83.68200836820083,"Mobile, Laptop",8,0.8332160795563994,Flexible Working Hours
EMP006,2024-11-11 20:02:07.099911,273,250,23,91.57509157509158,Mobile,17,0.5618980752948122,Non-Working Hours
EMP014,2024-11-02 15:41:07.099911,387,268,119,69.25064599483204,Mobile,19,0.5000774384328153,Core Working Hours
EMP009,2024-11-03 02:20:07.099911,409,343,66,83.86308068459658,"Mobile, Laptop",2,0.6806821942261592,Non-Working Hours
EMP007,2024-11-14 16:29:07.099911,407,339,68,83.29238329238329,Laptop,9,0.7871975130411464,Core Working Hours
EMP003,2024-11-01 15:04:07.099911,431,391,40,90.71925754060324,Laptop,19,0.543211132256939,Core Working Hours
EMP013,2024-11-27 15:15:07.099911,23,18,5,78.26086956521739,"Laptop, Mobile",14,0.7369825650900723,Core Working Hours
EMP017,2024-11-11 13:30:07.099911,66,43,23,65.15151515151516,Tablet,1,0.8054655068198064,Core Working Hours
EMP015,2024-11-26 14:29:07.099911,20,16,4,80.0,"Desktop, Tablet",16,0.5925781200997936,Core Working Hours
EMP001,2024-11-08 19:32:07.099911,431,378,53,87.70301624129931,Laptop,1,0.5263599089304731,Flexible Working Hours
EMP010,2024-11-26 08:42:07.099911,327,313,14,95.71865443425077,"Tablet, Laptop",10,0.9188003035259396,Flexible Working Hours
EMP010,2024-11-20 03:44:07.099911,382,346,36,90.57591623036647,Laptop,4,0.9906343546918712,Non-Working Hours
EMP012,2024-11-20 14:55:07.099911,285,266,19,93.33333333333331,"Laptop, Desktop",2,0.9789733407406408,Core Working Hours
EMP006,2024-11-08 17:36:07.099911,206,141,65,68.44660194174757,"Laptop, Desktop",12,0.5182482682636002,Flexible Working Hours
EMP009,2024-11-01 16:00:07.099911,122,85,37,69.67213114754098,Desktop,3,0.6839320960728419,Core Working Hours
EMP011,2024-11-13 10:00:07.099911,297,264,33,88.88888888888889,Tablet,4,0.9268637965727196,Core Working Hours
EMP016,2024-11-13 12:27:07.099911,179,169,10,94.41340782122904,Laptop,2,0.8440727989190229,Non-Working Hours
EMP017,2024-11-28 13:30:07.099911,360,353,7,98.05555555555556,Laptop,1,0.7605494518234484,Core Working Hours
EMP011,2024-11-14 16:13:07.099911,394,382,12,96.95431472081218,"Desktop, Tablet",4,0.6730118623900913,Core Working Hours
EMP006,2024-11-04 18:56:07.099911,27,20,7,74.07407407407408,"Tablet, Laptop",19,0.5019753988397326,Flexible Working Hours
EMP017,2024-11-25 23:08:07.099911,260,182,78,70.0,Tablet,5,0.7029565682703953,Non-Working Hours
EMP015,2024-11-03 21:36:07.099911,442,359,83,81.22171945701358,"Tablet, Mobile",8,0.7870133594166461,Non-Working Hours
